alert_id,item_type,available,last_checked
ALERT034,counterparty_screening,True,2026-05-28T09:00:00
ALERT034,sanctions_screening,True,2026-05-28T09:00:00
ALERT034,adverse_media_check,True,2026-05-28T09:00:00
ALERT034,beneficial_ownership,True,2026-05-28T09:00:00
ALERT034,expected_activity_profile,True,2026-05-28T09:00:00
ALERT034,pep_screening,True,2026-05-28T09:00:00
ALERT034,account_opening_docs,True,2026-05-28T09:00:00
ALERT034,wire_details,True,2026-05-28T09:00:00
ALERT034,customer_correspondence,True,2026-05-28T09:00:00
ALERT034,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT034,edd_review,False,2026-05-28T09:00:00
ALERT035,id_document,True,2026-05-28T09:00:00
ALERT035,proof_of_address,True,2026-05-28T09:00:00
ALERT035,source_of_funds,True,2026-05-28T09:00:00
ALERT035,kyc_refresh,True,2026-05-28T09:00:00
ALERT035,transaction_history,True,2026-05-28T09:00:00
ALERT035,counterparty_screening,True,2026-05-28T09:00:00
ALERT035,sanctions_screening,True,2026-05-28T09:00:00
ALERT035,adverse_media_check,True,2026-05-28T09:00:00
ALERT035,beneficial_ownership,True,2026-05-28T09:00:00
ALERT035,expected_activity_profile,True,2026-05-28T09:00:00
ALERT035,pep_screening,True,2026-05-28T09:00:00
ALERT035,account_opening_docs,True,2026-05-28T09:00:00
ALERT035,wire_details,True,2026-05-28T09:00:00
ALERT035,customer_correspondence,True,2026-05-28T09:00:00
ALERT035,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT036,id_document,True,2026-05-28T09:00:00
ALERT036,proof_of_address,True,2026-05-28T09:00:00
ALERT036,source_of_funds,True,2026-05-28T09:00:00
ALERT036,kyc_refresh,True,2026-05-28T09:00:00
ALERT036,transaction_history,True,2026-05-28T09:00:00
ALERT036,counterparty_screening,True,2026-05-28T09:00:00
ALERT036,sanctions_screening,True,2026-05-28T09:00:00
ALERT036,adverse_media_check,True,2026-05-28T09:00:00
ALERT036,beneficial_ownership,True,2026-05-28T09:00:00
ALERT036,expected_activity_profile,True,2026-05-28T09:00:00
ALERT036,pep_screening,True,2026-05-28T09:00:00
ALERT036,account_opening_docs,True,2026-05-28T09:00:00
ALERT036,wire_details,True,2026-05-28T09:00:00
ALERT036,customer_correspondence,True,2026-05-28T09:00:00
ALERT036,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT036,edd_review,False,2026-05-28T09:00:00
ALERT037,id_document,True,2026-05-28T09:00:00
ALERT037,proof_of_address,True,2026-05-28T09:00:00
ALERT037,source_of_funds,True,2026-05-28T09:00:00
ALERT037,kyc_refresh,True,2026-05-28T09:00:00
ALERT037,transaction_history,True,2026-05-28T09:00:00
ALERT037,counterparty_screening,True,2026-05-28T09:00:00
ALERT037,sanctions_screening,True,2026-05-28T09:00:00
ALERT037,adverse_media_check,True,2026-05-28T09:00:00
ALERT037,beneficial_ownership,True,2026-05-28T09:00:00
ALERT037,expected_activity_profile,True,2026-05-28T09:00:00
ALERT037,pep_screening,True,2026-05-28T09:00:00
ALERT037,account_opening_docs,True,2026-05-28T09:00:00
ALERT037,wire_details,True,2026-05-28T09:00:00
ALERT037,customer_correspondence,True,2026-05-28T09:00:00
ALERT037,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT038,id_document,True,2026-05-28T09:00:00
ALERT038,proof_of_address,True,2026-05-28T09:00:00
ALERT038,source_of_funds,True,2026-05-28T09:00:00
ALERT038,kyc_refresh,True,2026-05-28T09:00:00
ALERT038,transaction_history,True,2026-05-28T09:00:00
ALERT038,counterparty_screening,True,2026-05-28T09:00:00
ALERT038,sanctions_screening,True,2026-05-28T09:00:00
ALERT038,adverse_media_check,True,2026-05-28T09:00:00
ALERT038,beneficial_ownership,True,2026-05-28T09:00:00
ALERT038,expected_activity_profile,True,2026-05-28T09:00:00
ALERT038,pep_screening,True,2026-05-28T09:00:00
ALERT038,account_opening_docs,True,2026-05-28T09:00:00
ALERT038,wire_details,True,2026-05-28T09:00:00
ALERT038,customer_correspondence,True,2026-05-28T09:00:00
ALERT038,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT038,edd_review,False,2026-05-28T09:00:00
ALERT039,id_document,True,2026-05-28T09:00:00
ALERT039,proof_of_address,True,2026-05-28T09:00:00
ALERT039,source_of_funds,True,2026-05-28T09:00:00
ALERT039,kyc_refresh,True,2026-05-28T09:00:00
ALERT039,transaction_history,True,2026-05-28T09:00:00
ALERT039,counterparty_screening,True,2026-05-28T09:00:00
ALERT039,sanctions_screening,True,2026-05-28T09:00:00
ALERT039,adverse_media_check,True,2026-05-28T09:00:00
ALERT039,beneficial_ownership,True,2026-05-28T09:00:00
ALERT039,expected_activity_profile,True,2026-05-28T09:00:00
ALERT039,pep_screening,True,2026-05-28T09:00:00
ALERT039,account_opening_docs,True,2026-05-28T09:00:00
ALERT039,wire_details,True,2026-05-28T09:00:00
ALERT039,customer_correspondence,True,2026-05-28T09:00:00
ALERT039,risk_assessment_memo,False,2026-05-28T09:00:00
